country,iso3c,year,coverage,measure,format,source,timespan,lorenz_points
Malawi,MWI,1997,National,Consumption,Unit record,MWI_N1997X,UnDefined,100
Malawi,MWI,2004,National,Consumption,Unit record,MWI_N2004X,UnDefined,100
Malawi,MWI,2010,National,Consumption,Unit record,MWI_N2010X,UnDefined,100
Malaysia,MYS,1984,National,Income,Grouped,MYS_N1984Y,UnDefined,10
Malaysia,MYS,1987,National,Income,Grouped,MYS_N1987Y,UnDefined,10
Malaysia,MYS,1989,National,Income,Grouped,MYS_N1989Y,UnDefined,10
Malaysia,MYS,1992,National,Income,Grouped,MYS_N1992Y,UnDefined,10
Malaysia,MYS,1995,National,Income,Grouped,MYS_N1995Y,UnDefined,10
Malaysia,MYS,1997,National,Income,Grouped,MYS_N1997Y,UnDefined,20
Malaysia,MYS,2004,National,Income,Unit record,MYS_N2004Y,UnDefined,100
Malaysia,MYS,2007,National,Income,Unit record,MYS_N2007Y,UnDefined,100
Malaysia,MYS,2009,National,Income,Unit record,MYS_N2009Y,UnDefined,100
Namibia,NAM,1993,National,Income,Grouped,NAM_N1993Y,UnDefined,10
Namibia,NAM,2003,National,Consumption,Unit record,NAM_N2003X,UnDefined,100
Namibia,NAM,2009,National,Consumption,Unit record,NAM_N2009X,UnDefined,100
Niger,NER,1992,National,Consumption,Grouped,NER_N1992X,UnDefined,10
Niger,NER,1994,National,Consumption,Unit record,NER_N1994X,UnDefined,100
Niger,NER,2005,National,Consumption,Unit record,NER_N2005X,UnDefined,100
Niger,NER,2007,National,Consumption,Unit record,NER_N2007X,UnDefined,100
Niger,NER,2011,National,Consumption,Unit record,NER_N2011X,UnDefined,100
Niger,NER,2014,National,Consumption,Unit record,NER_N2014X,UnDefined,100
Nigeria,NGA,1985,National,Consumption,Grouped,NGA_N1985X,UnDefined,10
Nigeria,NGA,1992,National,Consumption,Unit record,NGA_N1992X,UnDefined,100
Nigeria,NGA,1996,National,Consumption,Unit record,NGA_N1996X,UnDefined,100
Nigeria,NGA,2003,National,Consumption,Unit record,NGA_N2003X,UnDefined,100
Nigeria,NGA,2009,National,Consumption,Unit record,NGA_N2009X,UnDefined,100
Nicaragua,NIC,1993,National,Consumption,Unit record,NIC_N1993X,UnDefined,100
Nicaragua,NIC,1993,National,Income,Unit record,NIC_N1993Y,UnDefined,100
Nicaragua,NIC,1998,National,Consumption,Unit record,NIC_N1998X,UnDefined,100
Nicaragua,NIC,1998,National,Income,Unit record,NIC_N1998Y,UnDefined,100
Nicaragua,NIC,2001,National,Consumption,Unit record,NIC_N2001X,UnDefined,100
Nicaragua,NIC,2001,National,Income,Unit record,NIC_N2001Y,UnDefined,100
Nicaragua,NIC,2005,National,Consumption,Unit record,NIC_N2005X,UnDefined,100
Nicaragua,NIC,2005,National,Income,Unit record,NIC_N2005Y,UnDefined,100
Nicaragua,NIC,2009,National,Income,Unit record,NIC_N2009Y,UnDefined,100
Nicaragua,NIC,2014,National,Income,Unit record,NIC_N2014Y,UnDefined,100
Netherlands,NLD,2004,National,Income,Unit record,NLD_N2004Y,UnDefined,100
Netherlands,NLD,2005,National,Income,Unit record,NLD_N2005Y,UnDefined,100
Netherlands,NLD,2006,National,Income,Unit record,NLD_N2006Y,UnDefined,100
Netherlands,NLD,2007,National,Income,Unit record,NLD_N2007Y,UnDefined,100
Netherlands,NLD,2008,National,Income,Unit record,NLD_N2008Y,UnDefined,100
Netherlands,NLD,2009,National,Income,Unit record,NLD_N2009Y,UnDefined,100
Netherlands,NLD,2010,National,Income,Unit record,NLD_N2010Y,UnDefined,100
Netherlands,NLD,2011,National,Income,Unit record,NLD_N2011Y,UnDefined,100
Netherlands,NLD,2012,National,Income,Unit record,NLD_N2012Y,UnDefined,100
Norway,NOR,2004,National,Income,Unit record,NOR_N2004Y,UnDefined,100
Norway,NOR,2005,National,Income,Unit record,NOR_N2005Y,UnDefined,100
Norway,NOR,2006,National,Income,Unit record,NOR_N2006Y,UnDefined,100
Norway,NOR,2007,National,Income,Unit record,NOR_N2007Y,UnDefined,100
Norway,NOR,2008,National,Income,Unit record,NOR_N2008Y,UnDefined,100
Norway,NOR,2009,National,Income,Unit record,NOR_N2009Y,UnDefined,100
Norway,NOR,2010,National,Income,Unit record,NOR_N2010Y,UnDefined,100
Norway,NOR,2011,National,Income,Unit record,NOR_N2011Y,UnDefined,100
Norway,NOR,2012,National,Income,Unit record,NOR_N2012Y,UnDefined,100
Nepal,NPL,1984,National,Income,Grouped,NPL_N1984Y,UnDefined,44
Nepal,NPL,1995,National,Consumption,Unit record,NPL_N1995X,UnDefined,100
Nepal,NPL,2003,National,Consumption,Unit record,NPL_N2003X,UnDefined,100
Nepal,NPL,2010,National,Consumption,Unit record,NPL_N2010X,UnDefined,100
Pakistan,PAK,1987,National,Consumption,Unit record,PAK_N1987X,UnDefined,100
Pakistan,PAK,1990,National,Consumption,Unit record,PAK_N1990X,UnDefined,100
Pakistan,PAK,1996,National,Consumption,Unit record,PAK_N1996X,UnDefined,100
Pakistan,PAK,1998,National,Consumption,Unit record,PAK_N1998X,UnDefined,100
Pakistan,PAK,2001,National,Consumption,Unit record,PAK_N2001X,UnDefined,100
Pakistan,PAK,2004,National,Consumption,Unit record,PAK_N2004X,UnDefined,100
Pakistan,PAK,2005,National,Consumption,Unit record,PAK_N2005X,UnDefined,100
Pakistan,PAK,2007,National,Consumption,Unit record,PAK_N2007X,UnDefined,100
Pakistan,PAK,2010,National,Consumption,Unit record,PAK_N2010X,UnDefined,100
Pakistan,PAK,2011,National,Consumption,Unit record,PAK_N2011X,UnDefined,100
Pakistan,PAK,2013,National,Consumption,Unit record,PAK_N2013X,UnDefined,100
Panama,PAN,1979,National,Income,Grouped,PAN_N1979Y,UnDefined,10
Panama,PAN,1989,National,Income,Unit record,PAN_N1989Y,UnDefined,100
Panama,PAN,1991,National,Income,Unit record,PAN_N1991Y,UnDefined,100
Panama,PAN,1995,National,Income,Unit record,PAN_N1995Y,UnDefined,100
Panama,PAN,1997,National,Income,Unit record,PAN_N1997Y,UnDefined,100
Panama,PAN,1998,National,Income,Unit record,PAN_N1998Y,UnDefined,100
Panama,PAN,1999,National,Income,Unit record,PAN_N1999Y,UnDefined,100
Panama,PAN,2000,National,Income,Unit record,PAN_N2000Y,UnDefined,100
Panama,PAN,2001,National,Income,Unit record,PAN_N2001Y,UnDefined,100
Panama,PAN,2002,National,Income,Unit record,PAN_N2002Y,UnDefined,100
Panama,PAN,2003,National,Income,Unit record,PAN_N2003Y,UnDefined,100
Panama,PAN,2004,National,Income,Unit record,PAN_N2004Y,UnDefined,100
Panama,PAN,2005,National,Income,Unit record,PAN_N2005Y,UnDefined,100
Panama,PAN,2006,National,Income,Unit record,PAN_N2006Y,UnDefined,100
Panama,PAN,2007,National,Income,Unit record,PAN_N2007Y,UnDefined,100
Panama,PAN,2008,National,Income,Unit record,PAN_N2008Y,UnDefined,100
Panama,PAN,2009,National,Income,Unit record,PAN_N2009Y,UnDefined,100
Panama,PAN,2010,National,Income,Unit record,PAN_N2010Y,UnDefined,100
Panama,PAN,2011,National,Income,Unit record,PAN_N2011Y,UnDefined,100
Panama,PAN,2012,National,Income,Unit record,PAN_N2012Y,UnDefined,100
Panama,PAN,2013,National,Income,Unit record,PAN_N2013Y,UnDefined,100
Panama,PAN,2014,National,Income,Unit record,PAN_N2014Y,UnDefined,100
Peru,PER,1985,National,Consumption,Unit record,PER_N1985X,UnDefined,100
Peru,PER,1994,National,Consumption,Unit record,PER_N1994X,UnDefined,100
Peru,PER,1997,National,Income,Unit record,PER_N1997Y,UnDefined,100
Peru,PER,1998,National,Income,Unit record,PER_N1998Y,UnDefined,100
Peru,PER,1999,National,Income,Unit record,PER_N1999Y,UnDefined,100
Peru,PER,2000,National,Income,Unit record,PER_N2000Y,UnDefined,100
Peru,PER,2001,National,Income,Unit record,PER_N2001Y,UnDefined,100
Peru,PER,2002,National,Income,Unit record,PER_N2002Y,UnDefined,100
Peru,PER,2003,National,Income,Unit record,PER_N2003Y,UnDefined,100
Peru,PER,2004,National,Income,Unit record,PER_N2004Y,UnDefined,100
Peru,PER,2005,National,Income,Unit record,PER_N2005Y,UnDefined,100
Peru,PER,2006,National,Income,Unit record,PER_N2006Y,UnDefined,100
Peru,PER,2007,National,Income,Unit record,PER_N2007Y,UnDefined,100
Peru,PER,2008,National,Income,Unit record,PER_N2008Y,UnDefined,100
Peru,PER,2009,National,Income,Unit record,PER_N2009Y,UnDefined,100
Peru,PER,2010,National,Income,Unit record,PER_N2010Y,UnDefined,100
Peru,PER,2011,National,Income,Unit record,PER_N2011Y,UnDefined,100
Peru,PER,2012,National,Income,Unit record,PER_N2012Y,UnDefined,100
Peru,PER,2013,National,Income,Unit record,PER_N2013Y,UnDefined,100
Peru,PER,2014,National,Income,Unit record,PER_N2014Y,UnDefined,100
Philippines,PHL,1985,National,Consumption,Grouped,PHL_N1985X,UnDefined,20
Philippines,PHL,1988,National,Consumption,Unit record,PHL_N1988X,UnDefined,100
Philippines,PHL,1991,National,Consumption,Grouped,PHL_N1991X,UnDefined,20
Philippines,PHL,1994,National,Consumption,Grouped,PHL_N1994X,UnDefined,20
Philippines,PHL,1997,National,Consumption,Unit record,PHL_N1997X,UnDefined,100
Philippines,PHL,2000,National,Consumption,Unit record,PHL_N2000X,UnDefined,100
Philippines,PHL,2003,National,Consumption,Unit record,PHL_N2003X,UnDefined,100
Philippines,PHL,2006,National,Consumption,Unit record,PHL_N2006X,UnDefined,100
Philippines,PHL,2006,National,Income,Unit record,PHL_N2006Y,UnDefined,100
Philippines,PHL,2009,National,Consumption,Unit record,PHL_N2009X,UnDefined,100
Philippines,PHL,2012,National,Consumption,Unit record,PHL_N2012X,UnDefined,100
Philippines,PHL,2012,National,Income,Unit record,PHL_N2012Y,UnDefined,100
Papua New Guinea,PNG,1996,National,Consumption,Unit record,PNG_N1996X,UnDefined,100
Papua New Guinea,PNG,2009,National,Consumption,Unit record,PNG_N2009X,UnDefined,100
Poland,POL,1985,National,Income,Grouped,POL_N1985Y,UnDefined,8
Poland,POL,1987,National,Income,Grouped,POL_N1987Y,UnDefined,8
Poland,POL,1989,National,Income,Grouped,POL_N1989Y,UnDefined,10
Poland,POL,1993,National,Consumption,Grouped,POL_N1993X,UnDefined,20
Poland,POL,1996,National,Consumption,Grouped,POL_N1996X,UnDefined,10
Poland,POL,1998,National,Consumption,Unit record,POL_N1998X,UnDefined,100
Poland,POL,1999,National,Consumption,Unit record,POL_N1999X,UnDefined,100
Poland,POL,2000,National,Consumption,Unit record,POL_N2000X,UnDefined,100
Poland,POL,2001,National,Consumption,Unit record,POL_N2001X,UnDefined,100
Poland,POL,2002,National,Consumption,Unit record,POL_N2002X,UnDefined,100
Poland,POL,2003,National,Consumption,Unit record,POL_N2003X,UnDefined,100
Poland,POL,2004,National,Consumption,Unit record,POL_N2004X,UnDefined,100
Poland,POL,2004,National,Income,Unit record,POL_N2004Y,UnDefined,100
Poland,POL,2005,National,Consumption,Unit record,POL_N2005X,UnDefined,100
Poland,POL,2005,National,Income,Unit record,POL_N2005Y,UnDefined,100
Poland,POL,2006,National,Consumption,Unit record,POL_N2006X,UnDefined,100
Poland,POL,2006,National,Income,Unit record,POL_N2006Y,UnDefined,100
Poland,POL,2007,National,Consumption,Unit record,POL_N2007X,UnDefined,100
Poland,POL,2007,National,Income,Unit record,POL_N2007Y,UnDefined,100
Poland,POL,2008,National,Consumption,Unit record,POL_N2008X,UnDefined,100
Poland,POL,2008,National,Income,Unit record,POL_N2008Y,UnDefined,100
Poland,POL,2009,National,Consumption,Unit record,POL_N2009X,UnDefined,100
Poland,POL,2009,National,Income,Unit record,POL_N2009Y,UnDefined,100
Poland,POL,2010,National,Consumption,Unit record,POL_N2010X,UnDefined,100
Poland,POL,2010,National,Income,Unit record,POL_N2010Y,UnDefined,100
Poland,POL,2011,National,Consumption,Unit record,POL_N2011X,UnDefined,100
Poland,POL,2011,National,Income,Unit record,POL_N2011Y,UnDefined,100
Poland,POL,2012,National,Consumption,Unit record,POL_N2012X,UnDefined,100
Poland,POL,2012,National,Income,Unit record,POL_N2012Y,UnDefined,100
Poland,POL,2013,National,Consumption,Unit record,POL_N2013X,UnDefined,100
Poland,POL,2014,National,Consumption,Unit record,POL_N2014X,UnDefined,100
Portugal,PRT,2004,National,Income,Unit record,PRT_N2004Y,UnDefined,100
Portugal,PRT,2005,National,Income,Unit record,PRT_N2005Y,UnDefined,100
Portugal,PRT,2006,National,Income,Unit record,PRT_N2006Y,UnDefined,100
Portugal,PRT,2007,National,Income,Unit record,PRT_N2007Y,UnDefined,100
Portugal,PRT,2008,National,Income,Unit record,PRT_N2008Y,UnDefined,100
Portugal,PRT,2009,National,Income,Unit record,PRT_N2009Y,UnDefined,100
Portugal,PRT,2010,National,Income,Unit record,PRT_N2010Y,UnDefined,100
Portugal,PRT,2011,National,Income,Unit record,PRT_N2011Y,UnDefined,100
Portugal,PRT,2012,National,Income,Unit record,PRT_N2012Y,UnDefined,100
Paraguay,PRY,1990,National,Income,Unit record,PRY_N1990Y,UnDefined,20
Paraguay,PRY,1995,National,Income,Unit record,PRY_N1995Y,UnDefined,100
Paraguay,PRY,1997,National,Income,Unit record,PRY_N1997Y,UnDefined,100
Paraguay,PRY,1999,National,Income,Unit record,PRY_N1999Y,UnDefined,100
Paraguay,PRY,2001,National,Income,Unit record,PRY_N2001Y,UnDefined,100
Paraguay,PRY,2002,National,Income,Unit record,PRY_N2002Y,UnDefined,100
Paraguay,PRY,2003,National,Income,Unit record,PRY_N2003Y,UnDefined,100
Paraguay,PRY,2004,National,Income,Unit record,PRY_N2004Y,UnDefined,100
Paraguay,PRY,2005,National,Income,Unit record,PRY_N2005Y,UnDefined,100
Paraguay,PRY,2006,National,Income,Unit record,PRY_N2006Y,UnDefined,100
Paraguay,PRY,2007,National,Income,Unit record,PRY_N2007Y,UnDefined,100
Paraguay,PRY,2008,National,Income,Unit record,PRY_N2008Y,UnDefined,100
Paraguay,PRY,2009,National,Income,Unit record,PRY_N2009Y,UnDefined,100
Paraguay,PRY,2010,National,Income,Unit record,PRY_N2010Y,UnDefined,100
Paraguay,PRY,2011,National,Income,Unit record,PRY_N2011Y,UnDefined,100
Paraguay,PRY,2012,National,Income,Unit record,PRY_N2012Y,UnDefined,100
Paraguay,PRY,2013,National,Income,Unit record,PRY_N2013Y,UnDefined,100
Paraguay,PRY,2014,National,Income,Unit record,PRY_N2014Y,UnDefined,100
Romania,ROU,1989,National,Income,Grouped,ROU_N1989Y,UnDefined,10
Romania,ROU,1992,National,Income,Grouped,ROU_N1992Y,UnDefined,10
Romania,ROU,1994,National,Income,Grouped,ROU_N1994Y,UnDefined,10
Romania,ROU,1998,National,Consumption,Unit record,ROU_N1998X,UnDefined,100
Romania,ROU,1999,National,Consumption,Unit record,ROU_N1999X,UnDefined,100
Romania,ROU,2000,National,Consumption,Unit record,ROU_N2000X,UnDefined,100
Romania,ROU,2001,National,Consumption,Unit record,ROU_N2001X,UnDefined,100
Romania,ROU,2002,National,Consumption,Unit record,ROU_N2002X,UnDefined,100
Romania,ROU,2003,National,Consumption,Unit record,ROU_N2003X,UnDefined,100
Romania,ROU,2004,National,Consumption,Unit record,ROU_N2004X,UnDefined,100
Romania,ROU,2005,National,Consumption,Unit record,ROU_N2005X,UnDefined,100
Romania,ROU,2006,National,Consumption,Unit record,ROU_N2006X,UnDefined,100
Romania,ROU,2006,National,Income,Unit record,ROU_N2006Y,UnDefined,100
Romania,ROU,2007,National,Consumption,Unit record,ROU_N2007X,UnDefined,100
Romania,ROU,2007,National,Income,Unit record,ROU_N2007Y,UnDefined,100
Romania,ROU,2008,National,Consumption,Unit record,ROU_N2008X,UnDefined,100
Romania,ROU,2008,National,Income,Unit record,ROU_N2008Y,UnDefined,100
Romania,ROU,2009,National,Consumption,Unit record,ROU_N2009X,UnDefined,100
Romania,ROU,2009,National,Income,Unit record,ROU_N2009Y,UnDefined,100
Romania,ROU,2010,National,Consumption,Unit record,ROU_N2010X,UnDefined,100
Romania,ROU,2010,National,Income,Unit record,ROU_N2010Y,UnDefined,100
Romania,ROU,2011,National,Consumption,Unit record,ROU_N2011X,UnDefined,100
Romania,ROU,2011,National,Income,Unit record,ROU_N2011Y,UnDefined,100
Romania,ROU,2012,National,Consumption,Unit record,ROU_N2012X,UnDefined,100
Romania,ROU,2012,National,Income,Unit record,ROU_N2012Y,UnDefined,100
Romania,ROU,2013,National,Consumption,Unit record,ROU_N2013X,UnDefined,100
Russian Federation,RUS,1988,National,Income,Grouped,RUS_N1988Y,UnDefined,5
Russian Federation,RUS,1993,National,Consumption,Grouped,RUS_N1993X,UnDefined,20
Russian Federation,RUS,1996,National,Consumption,Grouped,RUS_N1996X,UnDefined,10
Russian Federation,RUS,1997,National,Consumption,Unit record,RUS_N1997X,UnDefined,100
Russian Federation,RUS,1998,National,Consumption,Unit record,RUS_N1998X,UnDefined,100
Russian Federation,RUS,1999,National,Consumption,Unit record,RUS_N1999X,UnDefined,100
Russian Federation,RUS,2000,National,Consumption,Unit record,RUS_N2000X,UnDefined,100
Russian Federation,RUS,2001,National,Consumption,Grouped,RUS_N2001X,UnDefined,20
Russian Federation,RUS,2002,National,Consumption,Unit record,RUS_N2002X,UnDefined,100
Russian Federation,RUS,2003,National,Consumption,Unit record,RUS_N2003X,UnDefined,100
Russian Federation,RUS,2004,National,Consumption,Unit record,RUS_N2004X,UnDefined,100
Russian Federation,RUS,2005,National,Consumption,Unit record,RUS_N2005X,UnDefined,100
Russian Federation,RUS,2006,National,Consumption,Unit record,RUS_N2006X,UnDefined,100
Russian Federation,RUS,2007,National,Consumption,Unit record,RUS_N2007X,UnDefined,100
Russian Federation,RUS,2008,National,Consumption,Unit record,RUS_N2008X,UnDefined,100
Russian Federation,RUS,2009,National,Consumption,Unit record,RUS_N2009X,UnDefined,100
Russian Federation,RUS,2010,National,Consumption,Unit record,RUS_N2010X,UnDefined,100
Russian Federation,RUS,2011,National,Consumption,Unit record,RUS_N2011X,UnDefined,100
Russian Federation,RUS,2012,National,Consumption,Unit record,RUS_N2012X,UnDefined,100
Rwanda,RWA,1984,National,Consumption,Grouped,RWA_N1984X,UnDefined,10
Rwanda,RWA,2000,National,Consumption,Unit record,RWA_N2000X,UnDefined,100
Rwanda,RWA,2005,National,Consumption,Unit record,RWA_N2005X,UnDefined,100
Rwanda,RWA,2010,National,Consumption,Unit record,RWA_N2010X,UnDefined,100
Rwanda,RWA,2013,National,Consumption,Unit record,RWA_N2013X,UnDefined,100
Sudan,SDN,2009,National,Consumption,Unit record,SDN_N2009X,UnDefined,100
Senegal,SEN,1991,National,Consumption,Grouped,SEN_N1991X,UnDefined,12
Senegal,SEN,1994,National,Consumption,Grouped,SEN_N1994X,UnDefined,10
Senegal,SEN,2001,National,Consumption,Unit record,SEN_N2001X,UnDefined,100
Senegal,SEN,2005,National,Consumption,Unit record,SEN_N2005X,UnDefined,100
Senegal,SEN,2011,National,Consumption,Unit record,SEN_N2011X,UnDefined,100
Solomon Islands,SLB,2005,National,Consumption,Unit record,SLB_N2005X,UnDefined,100
Sierra Leone,SLE,1989,National,Consumption,Grouped,SLE_N1989X,UnDefined,9
Sierra Leone,SLE,2003,National,Consumption,Unit record,SLE_N2003X,UnDefined,100
Sierra Leone,SLE,2011,National,Consumption,Unit record,SLE_N2011X,UnDefined,100
El Salvador,SLV,1989,National,Income,Grouped,SLV_N1989Y,UnDefined,10
El Salvador,SLV,1991,National,Income,Unit record,SLV_N1991Y,UnDefined,100
El Salvador,SLV,1995,National,Income,Unit record,SLV_N1995Y,UnDefined,100
El Salvador,SLV,1996,National,Income,Unit record,SLV_N1996Y,UnDefined,100
El Salvador,SLV,1998,National,Income,Unit record,SLV_N1998Y,UnDefined,100
El Salvador,SLV,1999,National,Income,Unit record,SLV_N1999Y,UnDefined,100
El Salvador,SLV,2000,National,Income,Unit record,SLV_N2000Y,UnDefined,100
El Salvador,SLV,2001,National,Income,Unit record,SLV_N2001Y,UnDefined,100
El Salvador,SLV,2002,National,Income,Unit record,SLV_N2002Y,UnDefined,100
El Salvador,SLV,2003,National,Income,Unit record,SLV_N2003Y,UnDefined,100
El Salvador,SLV,2004,National,Income,Unit record,SLV_N2004Y,UnDefined,100
El Salvador,SLV,2005,National,Income,Unit record,SLV_N2005Y,UnDefined,100
El Salvador,SLV,2006,National,Income,Unit record,SLV_N2006Y,UnDefined,100
El Salvador,SLV,2007,National,Income,Unit record,SLV_N2007Y,UnDefined,100
El Salvador,SLV,2008,National,Income,Unit record,SLV_N2008Y,UnDefined,100
El Salvador,SLV,2009,National,Income,Unit record,SLV_N2009Y,UnDefined,100
El Salvador,SLV,2010,National,Income,Unit record,SLV_N2010Y,UnDefined,100
El Salvador,SLV,2011,National,Income,Unit record,SLV_N2011Y,UnDefined,100
El Salvador,SLV,2012,National,Income,Unit record,SLV_N2012Y,UnDefined,100
El Salvador,SLV,2013,National,Income,Unit record,SLV_N2013Y,UnDefined,100
El Salvador,SLV,2014,National,Income,Unit record,SLV_N2014Y,UnDefined,100
Serbia,SRB,2002,National,Consumption,Unit record,SRB_N2002X,UnDefined,100
Serbia,SRB,2003,National,Consumption,Unit record,SRB_N2003X,UnDefined,100
Serbia,SRB,2004,National,Consumption,Unit record,SRB_N2004X,UnDefined,100
Serbia,SRB,2005,National,Consumption,Unit record,SRB_N2005X,UnDefined,100
Serbia,SRB,2006,National,Consumption,Unit record,SRB_N2006X,UnDefined,100
Serbia,SRB,2007,National,Consumption,Unit record,SRB_N2007X,UnDefined,100
Serbia,SRB,2008,National,Consumption,Unit record,SRB_N2008X,UnDefined,100
Serbia,SRB,2009,National,Consumption,Unit record,SRB_N2009X,UnDefined,100
Serbia,SRB,2010,National,Consumption,Unit record,SRB_N2010X,UnDefined,100
Serbia,SRB,2013,National,Consumption,Unit record,SRB_N2013X,UnDefined,100
South Sudan,SSD,2009,National,Consumption,Unit record,SSD_N2009X,UnDefined,100
Sao Tome and Principe,STP,2000,National,Consumption,Unit record,STP_N2000X,UnDefined,100
Sao Tome and Principe,STP,2010,National,Consumption,Unit record,STP_N2010X,UnDefined,100
Suriname,SUR,1999,National,Income,Unit record,SUR_N1999Y,UnDefined,20
Slovak Republic,SVK,1988,National,Income,Grouped,SVK_N1988Y,UnDefined,25
Slovak Republic,SVK,1992,National,Income,Grouped,SVK_N1992Y,UnDefined,35
Slovak Republic,SVK,1996,National,Income,Grouped,SVK_N1996Y,UnDefined,10
Slovak Republic,SVK,2004,National,Consumption,Unit record,SVK_N2004X,UnDefined,100
Slovak Republic,SVK,2004,National,Income,Unit record,SVK_N2004Y,UnDefined,100
Slovak Republic,SVK,2005,National,Consumption,Unit record,SVK_N2005X,UnDefined,100
Slovak Republic,SVK,2005,National,Income,Unit record,SVK_N2005Y,UnDefined,100
Slovak Republic,SVK,2006,National,Consumption,Unit record,SVK_N2006X,UnDefined,100
Slovak Republic,SVK,2006,National,Income,Unit record,SVK_N2006Y,UnDefined,100
Slovak Republic,SVK,2007,National,Consumption,Unit record,SVK_N2007X,UnDefined,100
Slovak Republic,SVK,2007,National,Income,Unit record,SVK_N2007Y,UnDefined,100
Slovak Republic,SVK,2008,National,Consumption,Unit record,SVK_N2008X,UnDefined,100
Slovak Republic,SVK,2008,National,Income,Unit record,SVK_N2008Y,UnDefined,100
Slovak Republic,SVK,2009,National,Consumption,Unit record,SVK_N2009X,UnDefined,100
Slovak Republic,SVK,2009,National,Income,Unit record,SVK_N2009Y,UnDefined,100
Slovak Republic,SVK,2010,National,Income,Unit record,SVK_N2010Y,UnDefined,100
Slovak Republic,SVK,2011,National,Income,Unit record,SVK_N2011Y,UnDefined,100
Slovak Republic,SVK,2012,National,Income,Unit record,SVK_N2012Y,UnDefined,100
Slovenia,SVN,1987,National,Income,Grouped,SVN_N1987Y,UnDefined,9
Slovenia,SVN,1993,National,Income,Grouped,SVN_N1993Y,UnDefined,10
Slovenia,SVN,1998,National,Consumption,Grouped,SVN_N1998X,UnDefined,20
Slovenia,SVN,2002,National,Consumption,Unit record,SVN_N2002X,UnDefined,100
Slovenia,SVN,2003,National,Consumption,Unit record,SVN_N2003X,UnDefined,100
Slovenia,SVN,2004,National,Income,Unit record,SVN_N2004Y,UnDefined,100
Slovenia,SVN,2005,National,Income,Unit record,SVN_N2005Y,UnDefined,100
Slovenia,SVN,2006,National,Income,Unit record,SVN_N2006Y,UnDefined,100
Slovenia,SVN,2007,National,Income,Unit record,SVN_N2007Y,UnDefined,100
Slovenia,SVN,2008,National,Income,Unit record,SVN_N2008Y,UnDefined,100
Slovenia,SVN,2009,National,Income,Unit record,SVN_N2009Y,UnDefined,100
Slovenia,SVN,2010,National,Income,Unit record,SVN_N2010Y,UnDefined,100
Slovenia,SVN,2011,National,Income,Unit record,SVN_N2011Y,UnDefined,100
Slovenia,SVN,2012,National,Income,Unit record,SVN_N2012Y,UnDefined,100
Sweden,SWE,2004,National,Income,Unit record,SWE_N2004Y,UnDefined,100
Sweden,SWE,2005,National,Income,Unit record,SWE_N2005Y,UnDefined,100
Sweden,SWE,2006,National,Income,Unit record,SWE_N2006Y,UnDefined,100
Sweden,SWE,2007,National,Income,Unit record,SWE_N2007Y,UnDefined,100
Sweden,SWE,2008,National,Income,Unit record,SWE_N2008Y,UnDefined,100
Sweden,SWE,2009,National,Income,Unit record,SWE_N2009Y,UnDefined,100
Sweden,SWE,2010,National,Income,Unit record,SWE_N2010Y,UnDefined,100
Sweden,SWE,2011,National,Income,Unit record,SWE_N2011Y,UnDefined,100
Sweden,SWE,2012,National,Income,Unit record,SWE_N2012Y,UnDefined,100
Swaziland,SWZ,1994,National,Consumption,Grouped,SWZ_N1994X,UnDefined,20
Swaziland,SWZ,2000,National,Consumption,Unit record,SWZ_N2000X,UnDefined,100
Swaziland,SWZ,2009,National,Consumption,Unit record,SWZ_N2009X,UnDefined,100
Seychelles,SYC,1999,National,Consumption,Unit record,SYC_N1999X,UnDefined,20
Seychelles,SYC,2006,National,Consumption,Unit record,SYC_N2006X,UnDefined,100
Seychelles,SYC,2013,National,Income,Unit record,SYC_N2013Y,UnDefined,100
Chad,TCD,2003,National,Consumption,Unit record,TCD_N2003X,UnDefined,100
Chad,TCD,2011,National,Consumption,Unit record,TCD_N2011X,UnDefined,100
Togo,TGO,2006,National,Consumption,Unit record,TGO_N2006X,UnDefined,100
Togo,TGO,2011,National,Consumption,Unit record,TGO_N2011X,UnDefined,100
Togo,TGO,2015,National,Consumption,Unit record,TGO_N2015X,UnDefined,100
Thailand,THA,1981,National,Consumption,Grouped,THA_N1981X,UnDefined,20
Thailand,THA,1988,National,Consumption,Grouped,THA_N1988X,UnDefined,20
Thailand,THA,1990,National,Consumption,Unit record,THA_N1990X,UnDefined,100
Thailand,THA,1992,National,Consumption,Unit record,THA_N1992X,UnDefined,100
Thailand,THA,1994,National,Consumption,Unit record,THA_N1994X,UnDefined,100
Thailand,THA,1996,National,Consumption,Unit record,THA_N1996X,UnDefined,100
Thailand,THA,1998,National,Consumption,Unit record,THA_N1998X,UnDefined,100
Thailand,THA,1999,National,Consumption,Unit record,THA_N1999X,UnDefined,100
Thailand,THA,2000,National,Consumption,Unit record,THA_N2000X,UnDefined,100
Thailand,THA,2002,National,Consumption,Unit record,THA_N2002X,UnDefined,100
Thailand,THA,2004,National,Consumption,Unit record,THA_N2004X,UnDefined,100
Thailand,THA,2006,National,Consumption,Unit record,THA_N2006X,UnDefined,100
Thailand,THA,2007,National,Consumption,Unit record,THA_N2007X,UnDefined,100
Thailand,THA,2008,National,Consumption,Unit record,THA_N2008X,UnDefined,100
Thailand,THA,2009,National,Consumption,Unit record,THA_N2009X,UnDefined,100
